"id","collection","from_date","to_date","public","remarks","created","last_modified","agency_id","frames_service_url","index_service_url","ls4_link","mosaic_service_url"
"56333535-622a-4262-a4bc-3385d43e5781","VBID","1966-01-14","1966-01-14",t,"","2018-02-07 16:08:18.43891+00","2018-06-07 21:23:58.823788+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"7d6b15e2-cf27-4be9-b3d0-fda0bea6acf3","USAF-1944","1944-09-21","1944-11-01",t,"Part of a collection that includes Loving, Reeves, Ward, and Winkler counties.","2018-08-08 20:10:54.300937+00","2018-08-08 20:13:49.658076+00","fc7f2321-d7c3-46aa-84fb-9818e826557a","","","",""
"27b2bdd2-7772-4b2d-b5f0-bdd2e78dab00","VAWN","1964-02-10","1964-02-12",t,"","2018-02-07 16:08:36.049871+00","2018-06-07 21:26:19.761664+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"a0eb3875-e031-4b40-a927-69889271bcfd","SWIF","1974-02-15","1974-02-15",t,"","2018-02-07 16:07:32.27102+00","2018-06-07 21:41:45.803572+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"0967524f-5636-483d-a4a5-4df20f959d91","SWFH","1971-11-26","1971-11-26",t,"","2018-02-07 16:07:34.998938+00","2018-06-07 21:43:40.3275+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"a38808f6-3959-4098-9257-9328623f5fd4","DDG-1945","1945-03-26","1945-03-26",t,"None
","2018-02-07 16:07:43.794418+00","2018-02-07 16:07:43.794396+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"050ef0a2-46cc-4661-9f94-2a260bb43306","CKH","1961-10-16","1961-10-16",t,"","2018-02-07 16:08:21.269523+00","2018-06-11 15:52:55.759717+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"41c461d6-0a2c-4a62-a524-501a5ced1ef6","CGJ-1949","1949-05-14","1949-05-14",t,"None
PHOTO INDEX","2018-02-07 16:07:44.924533+00","2018-02-07 16:07:44.924512+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"4bc3ab28-c068-4331-be35-ae235da99cf4","930138","1994-01-18","1994-01-19",t,"None
PHOTO INDEX
","2018-02-07 16:07:45.248789+00","2018-02-07 16:07:45.248754+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"120d3d9d-b5d9-4e68-b3db-4d62f642557e","CKV","1962-01-30","1962-01-30",t,"","2018-02-07 16:08:19.329452+00","2018-06-11 15:54:03.208021+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"b2d114b8-0a05-4086-9b37-b1d6a406a1ef","116","1952-11-11","1953-12-25",t,"None









Contains 3662



Contains frames 1021-1027



PHOTO INDEX--MISSING






Contains frames 820-823

1-6
10-Jan











DUPICATES.  1071-1078

Frame numbers are stamped on the back of the photo.







DUPLICATES


Some duplicates


2741
Lake Whitney









n/a




Bay City
Frames 1-8
1-31 refers to the number on the back of the photo.


MISSING
Covers  northern 1/2 of county.
Contains 94



Contains:  2109
Contains 95% of Mission.


Needs Index
MISSING

","2018-02-07 16:07:49.713923+00","2018-02-07 16:07:49.713887+00","4c8f450b-e13b-4248-b9fe-769f83c581d6","","","",""
"b340d797-72d6-4817-b25c-38d138b3f93c","164","1957-11-13","1957-12-10",t,"Southern Hueco Mountains","2018-06-11 20:28:15.746423+00","2018-06-11 20:29:17.575348+00","4c8f450b-e13b-4248-b9fe-769f83c581d6","","","",""
"716b4928-cac4-416f-baa5-f754be93263d","VDBF-I","1972-06-27","1972-09-22",t,"","2018-02-07 16:07:34.436084+00","2018-06-29 19:47:56.431291+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"c28695bc-b8d2-4f54-88ac-4505b9829607","CKO-1973","1973-02-02","1973-02-02",t,"None
PHOTO INDEX
","2018-02-07 16:08:21.999381+00","2018-02-07 16:08:21.99936+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"284fa232-fd6a-4c40-915a-e19f4c54f758","CRD-1964","1964-01-02","1964-01-13",t,"None
Contains 1EE-204
PHOTO INDEX","2018-02-07 16:08:22.482873+00","2018-02-07 16:08:22.482852+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"aab9178e-d902-4f9f-8fd3-1bd7c5d21732","CGM-1939","1939-11-01","1939-11-28",t,"None
MISSING FIVE AND SIX

PHOTO INDEX","2018-02-07 16:08:22.966438+00","2018-02-07 16:08:22.966417+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"2059848a-145c-445c-8f0f-f66658bd8b50","VCKC-S","1970-02-13","1970-02-13",t,"","2018-02-07 16:07:49.145438+00","2018-06-29 19:48:57.232273+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"2c50d798-871c-4649-a17c-947672335ed1","A-Brazoria-1953","1953-12-31","1953-12-31",t,"None
GALVESTON IS (should have an index made before the public has access)","2018-02-07 16:08:37.51226+00","2018-02-07 16:08:37.512226+00","71ef171c-cec1-4de8-8118-e5846ee5fbc6","","","",""
"b821f70c-a3d9-4ba8-a7c3-4faeeb2e19a9","CLG-1966","1966-10-27","1966-11-12",t,"","2018-02-07 16:08:08.526176+00","2018-07-30 13:53:16.810283+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"7d751d11-5afe-43d9-8992-0e0126ddc93c","138","1953-12-15","1954-06-02",t,"None


North part of county.














Contains frames 242 thru 249 and 284 thru 292.
1060 thru 1075



Marfa.  4-11



Southern /2 of county.



Contains the following frames: 233-241 and 293-300.
Contains frames 1643 thru 1651

















Coverage Missing!





","2018-02-07 16:08:39.770122+00","2018-02-07 16:08:39.770101+00","4c8f450b-e13b-4248-b9fe-769f83c581d6","","","",""
"a3cc8a41-4915-4353-a3bd-1bc69da305b6","345799","1981-01-01","1981-11-04",t,"","2018-02-07 16:07:45.733495+00","2018-04-10 18:34:20.634115+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"4ecf98ba-eb0f-4ec1-8697-699e59ba193b","CGN-1956","1956-01-13","1956-10-30",t,"","2018-02-07 16:07:42.537721+00","2018-04-07 17:51:44.469775+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"fad73fdd-9b13-4322-89f1-f7c53932df52","CRE-1956","1956-02-11","1956-03-08",t,"","2018-02-07 16:08:16.473113+00","2018-04-07 18:52:22.852295+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"df95bd6a-d8bd-4a54-b588-c64d16f2c32d","347276","1981-10-27","1981-12-02",t,"","2018-02-07 16:07:40.664988+00","2018-04-07 18:57:39.118314+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"f86a55c6-30b7-4ff4-a4a5-80b335d24d00","VEIZ","1977-03-08","1978-03-08",t,"None
Contains  portions of rolls 1-9.
Contains  portions of rolls 1-9.
Contains  portions of rolls 1-9.
Contains  portions of rolls 1-9.
Contains  portions of rolls 1-9.
Contains  portions of rolls 1-9.
Contains  portions of rolls 1-9.
Contains  portions of rolls 1-9.
Contains  portions of rolls 1-9.
Contains  portions of rolls 1-9.
Contains portions of rolls 1-9.","2018-02-07 16:07:47.10569+00","2018-04-10 18:40:41.353778+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"b8abd03c-cf9e-4f86-93fe-cd4489209b4d","360852","1987-10-08","1987-10-08",t,"","2018-02-07 16:08:39.322945+00","2018-04-07 21:10:25.555237+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"24ea6d70-d18d-4b26-83ec-787ff73aa6cc","CFV-1960","1960-03-03","1960-04-30",t,"","2018-02-07 16:07:42.989403+00","2018-04-24 21:29:52.795719+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"82bf0615-17ef-4579-a815-7236e859f83f","344193","1980-11-03","1980-11-20",t,"","2018-02-07 16:08:17.014057+00","2018-04-07 21:34:44.061336+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"6b72e912-b762-40aa-ad9c-a20815f0f151","317920","1978-06-21","1978-06-21",t,"","2018-02-07 16:08:38.801172+00","2018-04-07 18:17:15.094959+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"20959ee6-588e-4a38-9244-3aadd4bac568","63","1969-11-20","1972-03-03",t,"Jefferson  (urban)
Contains portions of rolls 5-19.
NECHES RIVER","2018-02-07 16:08:23.577024+00","2018-04-07 16:45:36.269863+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"f6769c71-5576-4d6d-b0dc-6195ed5ae89a","VBAQ","1964-10-22","1964-12-12",t,"","2018-02-07 16:08:20.222126+00","2018-04-26 18:25:59.583579+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"19d5e4a7-ba00-4369-b79d-db9e025ce1af","24660","1963-02-03","1964-12-21",t,"","2018-02-07 16:08:25.166076+00","2018-04-08 00:05:06.451694+00","e1c4a0cc-2dd7-4a9f-93e9-017d88bf1e80","","","",""
"a5295216-5aa3-4c69-b875-6503bf970fc8","VDNF","1974-11-12","1974-11-12",t,"","2018-02-07 16:08:24.54732+00","2018-05-02 12:51:45.165726+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"7859dc69-8a81-4a58-811c-eca89682cebf","VSP","1958-04-02","1958-04-02",t,"","2018-02-07 16:07:33.549692+00","2018-06-05 15:11:56.488588+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"b676f7c6-85d3-473c-8c1f-a492f71d7142","DAQ-1967","1967-05-23","1967-05-24",t,"None
PHOTO INDEX
Contains: Roll 1HH: 17","2018-02-07 16:07:40.056487+00","2018-04-07 22:19:02.989717+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"eaf601a4-1d14-4505-b555-1960443b0a86","VBIC","1966-01-09","1966-01-09",t,"","2018-02-07 16:07:44.19673+00","2018-06-05 16:32:48.930518+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"c1492725-56c9-411e-95c9-37f676e7f070","VAKM","1962-03-05","1962-03-05",t,"","2018-02-07 16:07:41.791846+00","2018-06-05 16:46:25.220474+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"90e9cb3b-085c-4db0-aeab-ae92167b7d5e","VAGT","1961-10-15","1961-10-15",t,"","2018-02-07 16:08:37.914127+00","2018-06-05 16:48:13.144646+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"cbc1ea98-fa46-4ad7-bda2-3f3169b43db3","SWJD","1976-03-10","1976-03-10",t,"","2018-02-07 16:07:36.201779+00","2018-06-05 16:52:17.292742+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"287f4f43-5ad5-4bc2-8465-f76dce70ebf7","CRK-1969","1969-11-15","1969-11-15",t,"None
PHOTO INDEX-2copies","2018-02-07 16:08:51.953049+00","2018-02-07 16:08:51.953027+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"cf211204-4f93-4295-b85d-4e3a9abc556c","VAMD","1962-07-29","1962-07-29",t,"","2018-02-07 16:09:22.122707+00","2018-06-07 21:29:58.886072+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"14280c43-9a48-4df8-a6a0-e3f54edef054","DBE-1959","1959-08-17","1959-08-17",t,"None
PHOTO INDEX","2018-02-07 16:08:53.529102+00","2018-02-07 16:08:53.529082+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"c3916a94-1214-4b2e-8e2e-b2ccff1b73ae","VABQ","1960-03-19","1960-03-19",t,"","2018-02-07 16:09:27.89218+00","2018-06-07 21:39:51.226196+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"ce14d109-0465-46b6-bb04-2cacdc102b69","EKF-1968","1968-04-30","1968-04-30",t,"None
PHOTO INDEX (TWO COPIES)","2018-02-07 16:08:55.253639+00","2018-02-07 16:08:55.253618+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"e0e5fc1c-026f-4d54-97a0-8ae075d3901d","268917","1974-10-01","1974-10-01",t,"None
PHOTO INDEX
SW Brazos Co","2018-02-07 16:08:55.574357+00","2018-02-07 16:08:55.574309+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"808e1da7-3998-41ff-9d9c-21010d77e38c","USAF-1944","1944-01-09","1944-01-09",t,"","2018-08-09 18:47:02.681973+00","2018-08-09 18:48:28.424116+00","fc7f2321-d7c3-46aa-84fb-9818e826557a","","","",""
"c5eb892c-c3d8-4221-9aad-5cc37f81c74a","ER","1948-01-17","1948-01-17",t,"None","2018-02-07 16:08:56.767612+00","2018-06-11 15:48:30.48712+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"b7e4db85-a5c4-4c08-94cb-3df88aeedcb6","CIQ","1959-09-10","1959-09-10",t,"","2018-02-07 16:09:12.666022+00","2018-06-11 15:52:15.36624+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"70f5680a-16ff-4859-ac07-a0a21a394688","119620","1971-06-25","1974-04-08",t,"None


Rayburn RV
LAKE LIVINGSTON
Sam Rayburn Reservoir","2018-02-07 16:09:00.128304+00","2018-02-07 16:09:00.128269+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"019a5d86-3ff1-44b9-a325-1d571be091a0","NAPP-1990","1990-03-09","1990-03-09",t,"None
Bought  for TWDB Colonias Program. Companion to Cameron set.","2018-02-07 16:09:24.698229+00","2018-06-11 21:23:26.123786+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"fadee3fd-3a37-442d-8918-0c6db8b1622f","30537","1970-09-24","1970-09-24",t,"None
Contains portions of rolls 1-14.
PHOTO INDEX","2018-02-07 16:09:07.716075+00","2018-02-07 16:09:07.716041+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"cb6cf40b-343c-4882-8e6e-3ddcfd4b2851","VCDO-S","1969-02-28","1969-02-28",t,"","2018-02-07 16:09:16.656299+00","2018-06-29 18:49:32.154837+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"8cdb424b-a405-44ad-87df-a757ed4781f3","374666","1990-10-18","1990-10-18",t,"None
PHOTO INDEX (NUECES)
PHOTO INDEX (NUECES)
Southern tip of Matagorda IslandLook for index under Nueces county.  Contains rolls 1-21.

Contained in portions of rolls 1-3.
Contains rolls 1-21.
PHOTO INDEX--(NUECES)
PHOTO INDEX

Contains rolls 1-21.
Corpus Christi Bay.","2018-02-07 16:09:10.810293+00","2018-02-07 16:09:10.810272+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"9a7d220f-3f58-436f-a7c2-17198af42665","DAH-1943","1943-02-14","1943-04-13",t,"None

PHOTO INDEX","2018-02-07 16:09:13.557712+00","2018-02-07 16:09:13.557691+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"a8382f77-0d2d-44ae-872e-ad8718aa26ea","287501","1976-02-19","1976-02-19",t,"None
Levelland","2018-02-07 16:09:14.047071+00","2018-02-07 16:09:14.047052+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"be3d33c7-9c66-4675-aa0c-893d46c299d8","DMF-1951","1951-03-13","1951-03-13",t,"None
PHOTO INDEX","2018-02-07 16:09:14.859534+00","2018-02-07 16:09:14.859512+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"9abf388f-f70b-4bb3-89eb-d04d1ba5ddc4","CUU-1941","1941-09-06","1941-09-07",t,"None
PHOTO INDEX
","2018-02-07 16:09:16.171369+00","2018-02-07 16:09:16.171307+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f8f9844a-c94b-48e2-91d1-d00b0d6d6c73","CHL","1958-07-31","1958-07-31",t,"","2018-02-07 16:09:18.257364+00","2018-06-29 20:31:38.753545+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"b18dcd1e-e025-418f-be76-ce0a325f942d","6761","1967-09-28","1967-09-28",t,"None
SH 35; West Columbia - Refer to number written on the back of photos.","2018-02-07 16:09:17.844272+00","2018-02-07 16:09:17.84425+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"4a8d1dca-b67b-4f6c-b470-d909e6cb553f","BQT-1948","1948-01-14","1948-02-09",t,"None

PHOTO INDEX","2018-02-07 16:09:19.28446+00","2018-02-07 16:09:19.284425+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"c6b325b9-1e04-4941-91f8-e2f6849b5f0c","940052","1995-01-06","1995-01-06",t,"None

","2018-02-07 16:09:19.773941+00","2018-02-07 16:09:19.77392+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"9189b060-315e-4d4e-888a-c4bc561a67b3","950167","1995-10-17","1995-10-17",t,"None
PHOTO INDEX
INCLUDES  TRAVIS  COUNTY DUPLICATES IN 34E &34F
INCLUDESWILLIAMSONCOUNTY PHOTOINDEXDUPLICATESIN34E&34F
PHOTO INDEX- INCLUDES TRAVIS COUNTY","2018-02-07 16:09:20.378743+00","2018-02-07 16:09:20.378696+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"9bb748bb-e8b5-468f-9afa-b335eb7906f9","CGW-1979","1979-03-01","1979-03-01",t,"None
Lake Limestone","2018-02-07 16:09:21.151824+00","2018-02-07 16:09:21.151804+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"94c8abfb-2680-4406-9c8b-12269e4bad01","950058","1995-02-21","1995-02-21",t,"None
TEXARKANA AREA PHOTO INDEX","2018-02-07 16:09:23.482709+00","2018-02-07 16:09:23.482689+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"7f414be3-e0b9-4501-9911-f7ac479bbc93","CRE-1960","1960-12-15","1960-12-15",t,"None
PHOTO INDEX","2018-02-07 16:09:24.375786+00","2018-02-07 16:09:24.375764+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"ef629abc-f477-447a-a3a0-b0f457372c07","CGS-1956","1956-01-05","1956-01-05",t,"None
PHOTO INDEX","2018-02-07 16:09:27.387762+00","2018-02-07 16:09:27.387738+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"1ce5ea6f-7d0e-4426-9955-f0a33bf80b28","68131","1968-08-13","1969-07-03",t,"None
Mathis.  Contains rolls 1-8.
Chapman Ranch
Contains portions of rolls 1-3. TAFT
Lake Corpus Christi.  Contains rolls 1-8.
KINGSVILLE-Contains rolls 1-6.  Duplicates.
Index map numbers correspond to the frame numbers written on the back of the photos.Coastline coverage only.
Lake Corpus  Christi; Contains rolls 1-8.
Contains portions of rolls 1-3. PORTLAND","2018-02-07 16:09:30.77727+00","2018-02-07 16:09:30.777235+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"f81027de-49c9-4f54-b7e1-cc18a235a44f","BRA-1966","1966-03-24","1966-10-02",t,"None
PHOTO INDEX
Contains portions of rolls 1-4.","2018-02-07 16:09:32.397582+00","2018-02-07 16:09:32.397534+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"d1309c13-cb1a-4c4f-b091-1ef9b9b5d6a2","CVG-1967","1967-05-23","1967-05-23",t,"","2018-02-07 16:09:30.169606+00","2018-04-10 18:58:52.076517+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"bc78729c-1bb8-4021-8a73-53a5fd067bb3","VESW","1979-10-04","1979-10-04",t,"","2018-02-07 16:08:53.851164+00","2018-06-05 15:15:24.090528+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"d33fac57-c93c-46b8-ad60-13efdee3ad77","CFX-1963","1963-04-30","1963-06-07",t,"","2018-02-07 16:09:26.904006+00","2018-04-07 16:46:41.378336+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f4212cbb-5ed1-4c8f-bc1f-4e4782781300","DYK-1955","1955-11-24","1955-12-06",t,"","2018-02-07 16:08:56.283644+00","2018-04-07 18:58:33.6884+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"404a3a6c-c3a9-48bf-8d5b-01d065c74b9e","359949","1987-03-18","1987-03-19",t,"","2018-02-07 16:09:32.883629+00","2018-04-07 18:35:10.967293+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"bf16941f-fb08-4b71-9a19-3dea20d9e753","DYN-1955","1955-02-13","1955-06-16",t,"","2018-02-07 16:08:54.807831+00","2018-04-10 18:42:44.674169+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"5e5cb158-ca96-41a8-bc17-f1c8ac7081c7","287517","1976-02-19","1976-02-19",t,"","2018-02-07 16:09:09.265589+00","2018-04-07 19:49:50.952+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"0973e20d-fe45-4397-ac52-5018fefdee27","DQO-1958","1958-03-18","1958-04-05",t,"1 line index for Galveston 1958","2018-02-07 16:09:21.554844+00","2018-04-07 19:58:16.308924+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"f165b12f-3413-4921-ab2e-c37adb07ec3f","334399","1979-10-10","1979-10-10",t,"","2018-02-07 16:09:29.27693+00","2018-04-07 19:57:50.652344+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"0eb32dfa-8956-4d9a-a92f-3845ba2faf41","295120","1977-04-22","1977-04-25",t,"","2018-02-07 16:09:23.849431+00","2018-04-07 20:12:05.682678+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"b0babd28-b04e-4e3f-96fe-c3aff6feb33d","310151","1977-12-14","1977-12-14",t,"","2018-02-07 16:09:07.190861+00","2018-04-07 20:56:04.325376+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"e38d167c-be58-4ece-b4cf-8720ea7f07bd","373078","1990-09-25","1990-09-25",t,"None
Longview area.  Contains rolls 1-10.

PHOTO INDEX","2018-02-07 16:09:15.184992+00","2018-04-07 22:21:00.927916+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"f84bf080-de8f-4e35-97dd-96a6ade08a86","345996","1981-07-21","1981-12-03",t,"","2018-02-07 16:09:25.144028+00","2018-04-07 22:33:57.853413+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"4a5f325f-86a5-4a64-bea7-b1dba598ae00","BQP-1938","1938-10-27","1938-12-17",t,"","2018-02-07 16:09:14.411281+00","2018-04-24 21:03:56.823819+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"98c8806f-1d54-42d2-b8c6-308286f10807","CFU-1949","1949-11-02","1949-11-02",t,"","2018-02-07 16:08:51.630266+00","2018-04-24 20:56:11.506583+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"5c78697c-728a-472e-8195-2be1efaeabaa","VAPG","1963-01-01","1963-01-21",t,"","2018-02-07 16:08:59.195226+00","2018-04-24 21:14:50.208956+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"a2e0f770-0f9d-4460-bc0b-2226b60a6aa3","BQQ-1973","1973-01-21","1973-01-28",t,"","2018-02-07 16:09:28.621724+00","2018-04-26 19:46:54.922033+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"7fe9feb6-e028-425f-aae5-40cc57bf1574","VBIA","1966-01-01","1966-01-26",t,"","2018-02-07 16:09:09.75138+00","2018-04-26 19:47:10.884278+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"742563a3-2cff-47e8-bd2b-781781547dda","VBWW","1968-02-07","1968-02-07",t,"","2018-02-07 16:08:52.314584+00","2018-04-26 19:50:06.450446+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"f3ad3531-f9e8-47fa-b614-2bad25b24f64","VEWV","1980-01-26","1980-01-26",t,"","2018-02-07 16:09:08.257534+00","2018-06-05 15:39:15.82542+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"c6ef735e-69ab-4a9a-a042-eab5ce072918","VCKA","1970-02-11","1970-02-11",t,"","2018-02-07 16:09:18.670801+00","2018-06-05 16:27:55.806766+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"3dbd2170-d53a-4634-8092-9577edc3b3ef","SWJE","1975-02-14","1976-02-21",t,"","2018-02-07 16:09:17.065908+00","2018-06-05 16:52:03.234338+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"6298f7e5-86ba-45a4-acb0-935ef20d2d0d","SWEH","1971-02-06","1971-02-06",t,"","2018-02-07 16:09:45.219442+00","2018-06-05 16:54:30.612503+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"48eeaccd-d3af-492d-9504-eda7f5f28e79","68175","1968-12-13","1968-12-13",t,"None
Canyon Lake","2018-02-07 16:09:34.586482+00","2018-02-07 16:09:34.586462+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"0eaa5b40-a375-43e9-a626-e75e0c8692f4","CAPCO","1997-02-16","1997-03-03",t,"","2018-02-07 16:10:00.18908+00","2018-06-07 15:26:47.606325+00","5a165bb0-be1e-4361-9d1b-a0023211b269","","","",""
"add0f93d-7635-47a3-a4b7-b7b823d087a8","VDJF","1974-02-03","1974-02-03",t,"","2018-02-07 16:09:39.569484+00","2018-06-07 16:21:17.668319+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"7423b65a-d6bd-4d08-bb64-58f35665ec07","VADL","1960-06-18","1960-06-18",t,"","2018-02-07 16:09:56.330418+00","2018-06-07 21:39:26.478199+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"b9263579-1303-4319-8365-e3c5c1177432","VBHZ","1966-01-15","1966-01-15",t,"","2018-02-07 16:10:04.398576+00","2018-06-11 21:13:21.204413+00","1917c756-1769-4a13-9c0c-cbbf431bf225","","","",""
"4603fd25-f206-457f-9017-ef83642a2f09","CRE-1975","1975-05-08","1975-05-08",t,"None
LAVACA DELTA-VARIOUS ALTITUDES","2018-02-07 16:09:42.397987+00","2018-02-07 16:09:42.397967+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"7be98dc6-c836-4a6e-93c0-565b943728be","CLC-1952","1952-03-08","1952-04-04",t,"None
PHOTO INDEX
","2018-02-07 16:09:43.526819+00","2018-02-07 16:09:43.526784+00","ff3ae8ed-564f-4531-9849-868fefabb3cb","","","",""
"1ad48f62-bcf1-4d6e-ab53-3c684d6c8272","276946","1975-06-02","1975-06-02",t,"None
Deep Eddy.  A couple of the photos are partially torn. Contains portions of rolls 2
Deep Eddy.  A couple of the photos are partially torn. Contains portions of rolls 2","2018-02-07 16:09:46.961676+00","2018-02-07 16:09:46.961621+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"19dc984f-f7ad-4c9a-9e45-6e3f9cff2f4b","200105","2000-11-06","2001-01-20",t,"None
Sticky


N/A



Mason City and Surronding Area
PHOTO INDEX
PHOTO INDEXIncludes some of Gillespie County




PHOTO INDEX
","2018-02-07 16:09:48.913544+00","2018-02-07 16:09:48.913495+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"003ebff6-5805-40ee-b5a2-2edf19473546","374994","1990-11-05","1990-11-05",t,"None
Lockhart To Seguin
Lockhart to Seguin-","2018-02-07 16:09:53.300435+00","2018-02-07 16:09:53.300415+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
"64b8236e-9ed8-47b5-bd28-c214146269c8","980004","1997-12-13","1997-12-17",t,"None

PHOTO INDEX","2018-02-07 16:09:55.43839+00","2018-02-07 16:09:55.438355+00","7d869597-0e15-4a11-9537-e20bd8ced9f1","","","",""
